field_1,Lat.y.y,Long.y.y,Community1,Region,District,Community,Village_HH,Village_ODFHist,Village_GC,rvalue_1
1,-1.300938416,5.214404,Asebu,Central,Abura / Asebu / Kwamankese,Abaasa,101,0,U,3
2,-1.264589743,5.220816,Asebu,Central,Abura / Asebu / Kwamankese,Abuenu,120,0,U,1
3,-1.235474773,5.339507,Abakrampa ,Central,Abura / Asebu / Kwamankese,Adabo No. 1 ,8,0,U,2
4,-1.236590074,5.34075,Abakrampa ,Central,Abura / Asebu / Kwamankese,Adabo No. 2,8,0,U,2
5,-1.25559434,5.304809,Abakrampa,Central,Abura / Asebu / Kwamankese,Agric Quarters,12,0,U,2
6,-1.278955171,5.301231,Abakrampa ,Central,Abura / Asebu / Kwamankese,Ahenkrom,42,0,U,1
7,-1.118839795,5.368995,Ayeldu ,Central,Abura / Asebu / Kwamankese,Akesegua,35,0,U,1
8,-1.093934107,5.285716,Abura Etsifi ,Central,Abura / Asebu / Kwamankese,Ansafona,84,0,U,2
9,-1.187447925,5.384026,Nsuta,Central,Abura / Asebu / Kwamankese,Asaaman ,16,0,U,1
10,-1.246012872,5.343612,Abakrampa ,Central,Abura / Asebu / Kwamankese,Asebufokrom,34,0,U,2
11,-1.248069315,5.245015,Abakrampa,Central,Abura / Asebu / Kwamankese,Asemasa,85,0,U,3
12,-1.284441642,5.334436,Abakrampa ,Central,Abura / Asebu / Kwamankese,Asomdwee,150,0,U,1
13,-1.137413686,5.338767,Ayeldu ,Central,Abura / Asebu / Kwamankese,Bosomi,89,0,U,3
14,-1.138070226,5.281649,Abura Etsifi ,Central,Abura / Asebu / Kwamankese,Efiefi,14,0,U,1
15,-1.115787293,5.273779,Abura Etsifi ,Central,Abura / Asebu / Kwamankese,Egotsiakokodo,74,0,U,3
16,-1.270955513,5.201595,Asebu ,Central,Abura / Asebu / Kwamankese,Fawomanye,14,0,U,3
17,-1.219136583,5.325897,Abakrampa ,Central,Abura / Asebu / Kwamankese,Fortwekrom,17,0,U,1
18,-1.14274002,5.371644,Abura Dunkwa,Central,Abura / Asebu / Kwamankese,Idunkrom / Onsonyame,15,0,U,3
19,-1.179635911,5.295289,Abakrampa,Central,Abura / Asebu / Kwamankese,Kofi Egyirakrom,150,0,U,3
20,-1.276609185,5.294149,Abakrampa,Central,Abura / Asebu / Kwamankese,Kofi Mensah,6,0,U,1
21,-1.265076213,5.289057,Abakrampa,Central,Abura / Asebu / Kwamankese,Kokoado,42,0,U,2
22,-1.277039406,5.278295,Abakrampa,Central,Abura / Asebu / Kwamankese,Kokode,7,0,U,2
23,-1.149701719,5.374226,Abakrampa,Central,Abura / Asebu / Kwamankese,Kwadoegya,250,0,U,3
24,-1.272484146,5.308382,Abakrampa,Central,Abura / Asebu / Kwamankese,Menyinara,6,0,U,1
25,-1.223804989,5.20922,Asebu ,Central,Abura / Asebu / Kwamankese,Mframandwe,36,0,U,3
26,-1.142516324,5.379157,Abura Dunkwa,Central,Abura / Asebu / Kwamankese,Mountains,30,0,U,3
27,-1.217543111,5.31162,Abakrampa,Central,Abura / Asebu / Kwamankese,Musunkwa,46,0,U,1
28,-1.292800607,5.343361,Abakrampa ,Central,Abura / Asebu / Kwamankese,Obengkrom,100,0,U,1
29,-1.210342257,5.315121,Abakrampa ,Central,Abura / Asebu / Kwamankese,Obinyim (Obinim),7,0,U,1
30,-1.160734831,5.286715,n/Ekroful,Central,Abura / Asebu / Kwamankese,Oboka,115,0,U,1
31,-1.224911543,5.322432,Abakrampa ,Central,Abura / Asebu / Kwamankese,Obokrom,5,0,U,1
32,-1.124589353,5.341242,Ayeldu ,Central,Abura / Asebu / Kwamankese,Odompo,34,0,U,3
33,-1.171896563,5.274398,Nyanfeku Ekroful,Central,Abura / Asebu / Kwamankese,Odonkwa,51,0,U,3
34,-1.268855561,5.274052,Abakrampa ,Central,Abura / Asebu / Kwamankese,Odwemase,25,0,U,2
35,-1.217942013,5.229368,Asebu ,Central,Abura / Asebu / Kwamankese,Ohiaba,93,0,U,3
36,-1.257805247,5.331284,Abakrampa ,Central,Abura / Asebu / Kwamankese,Okyiriku,55,0,U,2
37,-1.26201429,5.256977,Abakrampa,Central,Abura / Asebu / Kwamankese,Papagya,50,0,U,3
38,-1.150479485,5.372308,Abura Dunkwa,Central,Abura / Asebu / Kwamankese,Techiman,85,0,U,3
39,-1.159146077,5.34966,Abura Dunkwa ,Central,Abura / Asebu / Kwamankese,Tetsi,150,0,U,3
40,-1.277258035,5.174179,,Central,Abura / Asebu / Kwamankese,Wiamua (Wiomua),206,0,U,3
41,-1.264087621,5.271811,Abakrampa ,Central,Abura / Asebu / Kwamankese,Yawsekyikrom,13,0,U,2
94,-0.761079906,5.556179,Afransi,Central,Agona West,Abamkweim (Abamkweimu),57,0,U,2
95,-0.76800669,5.555156,Afransi,Central,Agona West,Adamukwaa,7,0,U,1
96,-0.750185654,5.541697,Afransi,Central,Agona West,Ewusikwa,5,1,U,3
97,-0.766183859,5.541654,Afransi,Central,Agona West,Fante Yenmoa,11,0,U,2
132,-1.095829417,5.445263,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Ahawoho,28,0,U,1
133,-0.935431053,5.462398,Ochiso-Ba,Central,Ajumako-Enyan-Esiam,Amia,100,0,U,3
134,-1.029408599,5.408176,Enyan Denkyira,Central,Ajumako-Enyan-Esiam,Amoanda,35,0,U,1
135,-1.044174633,5.424779,Besiase,Central,Ajumako-Enyan-Esiam,Anamonsi,13,0,U,2
136,-1.017612099,5.415665,Besiase,Central,Ajumako-Enyan-Esiam,Anhwiam,57,0,U,2
137,-1.106807678,5.438741,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Anomabokuma,40,0,U,1
138,-0.902623885,5.399361,Mando,Central,Ajumako-Enyan-Esiam,Attakurase,50,0,U,3
139,-1.023963068,5.373133,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Atwereboanda,49,0,U,3
140,-1.030869795,5.396051,Enyan Denkyira,Central,Ajumako-Enyan-Esiam,Aworodo,58,0,U,1
141,-0.91027883,5.513169,Ochiso-Ba,Central,Ajumako-Enyan-Esiam,Babianiha,76,0,U,3
142,-1.003521571,5.364531,Enyan Denkyira,Central,Ajumako-Enyan-Esiam,Badukrom,12,0,U,3
143,-1.017613512,5.368218,Enyan Denkyira,Central,Ajumako-Enyan-Esiam,Bebobraden,7,0,U,3
144,-0.969244632,5.445731,Besiase,Central,Ajumako-Enyan-Esiam,Brofoyedur,350,0,U,3
145,-1.000553676,5.371601,Enyan Denkyira,Central,Ajumako-Enyan-Esiam,Budukrom,101,0,U,3
146,-1.074094762,5.425103,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Dwenewoho,19,0,U,1
147,-0.893575446,5.421467,Mando,Central,Ajumako-Enyan-Esiam,Edwumaim,20,0,U,1
148,-1.055165981,5.413028,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Ekukrom,19,0,U,1
149,-1.093123885,5.438083,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Esikado No. 2,20,0,U,1
150,-0.967098807,5.485615,Besiase,Central,Ajumako-Enyan-Esiam,Kokoben,925,0,U,3
151,-1.074364063,5.424018,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Kosisan,100,0,U,2
152,-1.028031659,5.36504,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Kwekukwaa,150,0,U,3
153,-1.029913465,5.390171,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Mesere Nyame,31,0,U,3
154,-1.078009468,5.408491,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Moro Krom,5,0,U,2
155,-1.051267763,5.443918,Besiase,Central,Ajumako-Enyan-Esiam,Nananyankopong,80,0,U,2
156,-0.926259175,5.449065,Ochiso-Ba,Central,Ajumako-Enyan-Esiam,Ntananta,30,0,U,3
157,-1.052751874,5.435886,Enyan Main,Central,Ajumako-Enyan-Esiam,Nyamebekyere,40,0,U,2
158,-1.029648792,5.379123,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Obuame,19,0,U,3
159,-1.037204475,5.378105,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Ofabir,35,0,U,3
160,-1.013715443,5.370377,Enyan Denkyira,Central,Ajumako-Enyan-Esiam,Ofosu,18,0,U,3
161,-1.086092947,5.509891,Besiase,Central,Ajumako-Enyan-Esiam,Ohiamaadwen,7,1,U,2
162,-1.038828034,5.397502,Etsi Sonkwa,Central,Ajumako-Enyan-Esiam,Ohyira,24,1,U,1
163,-1.006631173,5.355443,Enyan Main,Central,Ajumako-Enyan-Esiam,Okuadze (Okuadzi),60,0,U,3
164,-0.987302,5.638595,NA,Central,Asikuma / Odoben / Brakwa,Abayakese,9,1,NR,1
165,-0.998248912,5.558031,Asikuma,Central,Asikuma / Odoben / Brakwa,Abehenase,35,0,U,3
166,-1.089438035,5.557288,Besiase,Central,Asikuma / Odoben / Brakwa,Adeambra,50,0,U,1
167,-1.04044115,5.608774,Anhwiam Baako,Central,Asikuma / Odoben / Brakwa,Adzenewodze,43,0,U,1
168,-0.907441407,5.73362,Brakwa,Central,Asikuma / Odoben / Brakwa,Afofosu,52,0,U,2
169,-0.93492463,5.696143,Brakwa,Central,Asikuma / Odoben / Brakwa,Agyako,12,0,U,1
170,-1.033668,5.732852,NA,Central,Asikuma / Odoben / Brakwa,Ahenfitiem,8,1,NR,1
171,-0.997904112,5.551932,Jamra,Central,Asikuma / Odoben / Brakwa,Ahenkrom,5,1,U,3
172,-1.046591636,5.532175,Bedum,Central,Asikuma / Odoben / Brakwa,Akoda Gyaesu,12,1,U,2
173,-1.034921993,5.611747,Anhwiam Baako,Central,Asikuma / Odoben / Brakwa,Akroma,30,0,U,1
174,-1.072308,5.724528,NA,Central,Asikuma / Odoben / Brakwa,Alavanyo,5,1,NR,1
175,-1.13779,5.56788,NA,Central,Asikuma / Odoben / Brakwa,Amanbete,19,0,NR,1
176,-0.902429121,5.558135,Ochiso-Ba,Central,Asikuma / Odoben / Brakwa,Amoa,27,0,U,1
177,-0.916415,5.692157,NA,Central,Asikuma / Odoben / Brakwa,Anibre Nye,20,1,NR,1
178,-1.068022,5.716757,NA,Central,Asikuma / Odoben / Brakwa,Asabea,6,1,NR,1
179,-1.104215,5.614653,NA,Central,Asikuma / Odoben / Brakwa,Asabiem,25,1,NR,2
180,-0.931935063,5.697805,Brakwa,Central,Asikuma / Odoben / Brakwa,Asare Kwaa,16,0,U,1
181,-0.930942,5.69597,NA,Central,Asikuma / Odoben / Brakwa,Asarekwaa,14,1,NR,1
182,-1.06615,5.72581,NA,Central,Asikuma / Odoben / Brakwa,Asomdwe Yede,8,0,NR,1
183,-1.025559757,5.634903,,Central,Asikuma / Odoben / Brakwa,Asuokow,150,0,U,1
184,-1.055139332,5.528041,Bedum,Central,Asikuma / Odoben / Brakwa,Ato Douda 2,35,0,U,2
185,-0.939145964,5.694484,Brakwa,Central,Asikuma / Odoben / Brakwa,Awarebegu,14,0,U,1
186,-1.018777476,5.560636,Asikuma,Central,Asikuma / Odoben / Brakwa,Bawa Kwaa (Banwakwaa),30,0,U,1
187,-0.964217485,5.596339,Asikuma,Central,Asikuma / Odoben / Brakwa,Boame Nkwanta,20,0,U,3
188,-1.087845371,5.626427,Asikuma,Central,Asikuma / Odoben / Brakwa,Bosomnyina,15,0,U,1
189,-1.076310263,5.531379,Besiase,Central,Asikuma / Odoben / Brakwa,Danso,38,0,U,2
190,-0.941167918,5.517827,Ochiso-Ba,Central,Asikuma / Odoben / Brakwa,Dantaase,15,0,U,1
191,-0.879100514,5.672412,Odoben,Central,Asikuma / Odoben / Brakwa,Dorkono Nkwanta,13,0,U,1
192,-0.88442122,5.686294,Odoben,Central,Asikuma / Odoben / Brakwa,Dwennnama,30,0,U,1
193,-0.9692213,5.602196,Kuntanase,Central,Asikuma / Odoben / Brakwa,Eduah Krom,12,0,U,3
194,-0.930678793,5.731764,,Central,Asikuma / Odoben / Brakwa,Eguakwase,43,0,U,2
195,-0.916618018,5.692359,Odoben,Central,Asikuma / Odoben / Brakwa,Enibrenye (Anyibrenye),40,0,U,1
196,-1.136692,5.677177,NA,Central,Asikuma / Odoben / Brakwa,Enyankwaa,8,1,NR,1
197,-0.974850132,5.63995,Asikuma,Central,Asikuma / Odoben / Brakwa,Kofi Dadzekwaa,25,0,U,1
198,-0.98321,5.628797,NA,Central,Asikuma / Odoben / Brakwa,Kokwado,9,1,NR,1
199,-0.955408552,5.66592,Brakwa,Central,Asikuma / Odoben / Brakwa,Kwaku Buah,118,0,U,1
200,-0.927327362,5.6814,Odoben,Central,Asikuma / Odoben / Brakwa,Kwaku Ninsin,60,0,U,1
201,-1.025245009,5.549875,Bedum,Central,Asikuma / Odoben / Brakwa,Kwashiro Kwaa,15,0,U,1
202,-1.025163,5.549675,NA,Central,Asikuma / Odoben / Brakwa,Kwashirokwa,8,1,NR,1
203,-1.024648,5.55469,NA,Central,Asikuma / Odoben / Brakwa,Kyiraka,7,1,NR,1
204,-1.062357767,5.530476,,Central,Asikuma / Odoben / Brakwa,Mme Nnye Wo Yaw,20,0,U,2
205,-0.888006915,5.699822,Odoben,Central,Asikuma / Odoben / Brakwa,Nankese,184,0,U,1
206,-1.043794846,5.693358,Anhwiam Baako,Central,Asikuma / Odoben / Brakwa,Nkukuram,16,0,U,1
207,-1.063651684,5.530078,Bedum,Central,Asikuma / Odoben / Brakwa,Nsuta,20,0,U,2
208,-1.052037244,5.534532,,Central,Asikuma / Odoben / Brakwa,Nyame Adom 1,15,0,U,2
209,-1.052474176,5.534946,,Central,Asikuma / Odoben / Brakwa,Nyame Adom 2,15,0,U,2
210,-1.04509,5.72704,NA,Central,Asikuma / Odoben / Brakwa,Nyamebekyere No.1,7,0,NR,1
211,-1.046834273,5.696801,,Central,Asikuma / Odoben / Brakwa,Nyansakyere,14,0,U,1
212,-1.059954432,5.522718,Bedum,Central,Asikuma / Odoben / Brakwa,Obakesse,47,0,U,2
213,-0.972667737,5.668863,Brakwa,Central,Asikuma / Odoben / Brakwa,Ofabir,31,0,U,1
214,-0.982228,5.74627,NA,Central,Asikuma / Odoben / Brakwa,Ogonaso,7,0,NR,1
215,-1.08832,5.72185,NA,Central,Asikuma / Odoben / Brakwa,Otabilkrom,11,0,NR,1
216,-1.054530086,5.518802,Bedum,Central,Asikuma / Odoben / Brakwa,Owura Adwoa,35,0,U,2
217,-0.993965,5.563475,NA,Central,Asikuma / Odoben / Brakwa,Sunkwa,8,1,NR,3
218,-1.030817143,5.535508,Bedum,Central,Asikuma / Odoben / Brakwa,Wassabeampa,50,0,U,2
219,-1.081983,5.719956,NA,Central,Asikuma / Odoben / Brakwa,Wowoado,5,1,NR,1
220,-0.969414098,5.64053,Kuntanase,Central,Asikuma / Odoben / Brakwa,Yenkukwaa,25,0,U,1
247,-1.42063,5.76085,NA,Central,Assin North,Amenya,27,0,NR,1
248,-1.50839,5.90506,NA,Central,Assin North,Asamang,10,0,NR,2
249,-1.41814,5.77237,NA,Central,Assin North,Baanuye,7,0,NR,1
250,-1.25198,5.83138,NA,Central,Assin North,Krofofrodo,7,0,NR,1
251,-1.491837,5.83301,NA,Central,Assin North,Yaw Saman,6,0,NR,1
252,-1.229040638,5.45948,Nyankumase,Central,Assin South,Abaase,75,0,U,2
254,-1.25793462,5.573674,Anyinabrim,Central,Assin South,Abaase No.2,11,0,U,1
256,-1.38537571,5.567779,Ongwa,Central,Assin South,Aboabo Camp,135,0,U,1
257,-1.38087911,5.564533,Ongwa,Central,Assin South,Aboabo Camp-Gyedzifoum,21,0,U,1
259,-1.286549442,5.544034,Manso,Central,Assin South,Abodweseso (Abodineseso),156,0,U,1
260,-1.232863921,5.535219,Manso,Central,Assin South,Adadientem,10,0,U,3
262,-1.236669284,5.536235,Manso,Central,Assin South,Adadientem No 1,20,0,U,3
267,-1.410916999,5.60568,Ongwa,Central,Assin South,Adobease,18,0,U,1
268,-1.272227022,5.542961,,Central,Assin South,Adzenewodze,6,0,U,1
270,-1.271498158,5.444454,Nyankumase,Central,Assin South,Affulkrom,9,0,U,1
271,-1.158567002,5.383037,Nyankumase,Central,Assin South,Akrampa,70,0,U,3
273,-1.419556797,5.543375,Ongwa,Central,Assin South,Akwetey,63,0,U,1
274,-1.147364149,5.568114,Anyinabrim,Central,Assin South,Amanbete ,44,0,U,1
275,-1.236455973,5.436077,Nyankumase,Central,Assin South,Amoabeng,400,0,U,2
276,-1.277239574,5.541351,Manso,Central,Assin South,Amoatey,16,0,U,1
278,-1.320613377,5.677393,Ongwa,Central,Assin South,Amponsahkrom,8,0,U,3
279,-1.20936916,5.608829,Anyinabrim,Central,Assin South,Anyinabrim,480,0,U,3
280,-1.274375904,5.599617,Nsuta,Central,Assin South,Appiakrom,58,0,U,3
282,-1.172855,5.626843,NA,Central,Assin South,Asorefie,23,1,NR,3
283,-1.250036974,5.412144,Nyankumase Ahenkro,Central,Assin South,Asratoase,105,0,U,1
285,-1.156426761,5.448353,Adankwaman,Central,Assin South,Assin Nkran,280,0,U,3
286,-1.216744985,5.368319,Nyankumase,Central,Assin South,Assin Nsene,53,0,U,1
287,-1.155789142,5.478648,Adankwaman,Central,Assin South,Atobiase,92,0,U,3
288,-1.233651811,5.398026,Nyankumase,Central,Assin South,Ayaase,56,0,U,2
289,-1.247539307,5.490699,Manso,Central,Assin South,Bankyease,321,0,U,1
290,-1.182003756,5.586737,Anyinabrim,Central,Assin South,Befikrom,25,0,U,3
291,-1.193097012,5.6638,Nsuta,Central,Assin South,Bepokokoo,250,0,U,1
293,-1.188287007,5.543616,Nyankumase,Central,Assin South,Besease,266,0,U,3
294,-1.259020546,5.414396,Nyankumase Ahenkro,Central,Assin South,Betwease,75,0,U,1
295,-1.2523925,5.599471,Nsuta,Central,Assin South,Beyeeden,51,0,U,3
297,-1.151245865,5.412746,Nyankumase,Central,Assin South,Bohumase,234,0,U,3
298,-1.270290187,5.392372,Nyankumase,Central,Assin South,Bontuku,15,0,U,1
299,-1.171145915,5.393926,Nyankumase,Central,Assin South,Bosomadwe,633,0,U,3
300,-1.28966359,5.492225,Manso,Central,Assin South,Brisco Camp,23,0,U,1
302,-1.241979099,5.576746,Anyinabrim,Central,Assin South,Congo,21,0,U,1
303,-1.195345415,5.555421,Anyinabrim,Central,Assin South,Dadieso,110,0,U,3
304,-1.242985411,5.366148,Nyankumase Ahenkro,Central,Assin South,Damptekrom,200,0,U,2
305,-1.159845908,5.436936,Nsuta,Central,Assin South,Domeabra,55,0,U,3
306,-1.242578669,5.680863,Nsuta,Central,Assin South,Domenase (Dominase),312,0,U,3
307,-1.277658839,5.576231,Nsuta,Central,Assin South,Domiabra ,62,0,U,1
308,-1.227779841,5.417734,Nyankumase,Central,Assin South,Dosii,102,0,U,2
309,-1.235360915,5.37446,Nyankumase Ahenkro,Central,Assin South,Duefo,12,0,U,2
310,-1.212626759,5.471087,Manso,Central,Assin South,Dwenewoho,35,0,U,2
311,-1.257124191,5.65525,Nsuta,Central,Assin South,Edubiase (Adubiase),600,0,U,3
312,-1.414934247,5.607374,Ongwa,Central,Assin South,Ehiamankyene,35,0,U,1
314,-1.203301826,5.4716,Manso,Central,Assin South,Framase,51,0,U,2
315,-1.33865147,5.629969,Ongwa,Central,Assin South,Gyahadzi,28,0,U,3
316,-1.256830772,5.490035,Manso,Central,Assin South,Gyinawobodie,130,0,U,1
317,-1.279262704,5.58637,Nsuta,Central,Assin South,Harunakrom,26,0,U,3
318,-1.279033224,5.5708,Nsuta,Central,Assin South,Homaho ,97,0,U,1
321,-1.396699415,5.608804,Ongwa,Central,Assin South,Kassim,60,0,U,1
322,-1.275231962,5.492414,Manso,Central,Assin South,Koforidua,14,0,U,1
323,-1.402137406,5.525089,Anyinabrim,Central,Assin South,Kramokrom,19,0,U,1
324,-1.267763051,5.383954,Nyankumase,Central,Assin South,Krofrofrom,10,0,U,1
325,-1.279992929,5.604886,Nsuta,Central,Assin South,Kwafokrom ,65,0,U,3
326,-1.291833087,5.629811,Nsuta,Central,Assin South,Kwame Annan,23,0,U,3
327,-1.270219701,5.492154,Manso,Central,Assin South,Kwamoabeng,9,0,U,1
328,-1.177263899,5.561768,Anyinabrim,Central,Assin South,Kwansakrom,18,0,U,1
329,-1.238527697,5.642603,Anyinabrim,Central,Assin South,Kwataa ,170,0,U,3
330,-1.157494291,5.469303,Adankwaman,Central,Assin South,Kyekyewere,275,0,U,3
331,-1.373722423,5.65739,Ongwa,Central,Assin South,Mankattakrom,19,0,U,1
332,-1.279110032,5.453402,Nyankumase,Central,Assin South,Mesomago,100,0,U,1
334,-1.192915396,5.437909,Nyankumase,Central,Assin South,Mmouhu Ahenkro,18,0,U,1
335,-1.253550195,5.374021,Nyankumase Ahenkro,Central,Assin South,Muawano (Muano),12,0,U,1
338,-1.165795356,5.596129,Anyinabrim,Central,Assin South,Nipahia Mmoa,26,0,U,3
339,-1.225896526,5.425571,Nyankumase Ahenkro,Central,Assin South,Nkatieso,101,0,U,2
340,-1.150722441,5.592813,Anyinabrim,Central,Assin South,Nkubem,53,0,U,1
341,-1.267477481,5.492092,Manso,Central,Assin South,Nkwakaw (Nkawkaw),9,0,U,1
342,-1.27932809,5.626693,Nsuta,Central,Assin South,Nkwanta,29,0,U,3
343,-1.191892158,5.456021,Anyinabrim,Central,Assin South,Nsuaekyir,12,0,U,1
344,-1.232154069,5.628096,Nsuta,Central,Assin South,Nsuta,720,0,U,3
345,-1.379300179,5.69639,Ongwa,Central,Assin South,Nuanua Agave,41,0,U,2
346,-1.409372822,5.682061,Ongwa,Central,Assin South,Nuanua Asubone,20,0,U,1
348,-1.398077168,5.67002,Ongwa,Central,Assin South,Nuanua Bonsu,85,0,U,1
349,-1.39423073,5.684855,Ongwa,Central,Assin South,Nuanua Mampong,26,0,U,2
350,-1.390078758,5.697208,Ongwa,Central,Assin South,Nuanua Mfanti (Fante),50,0,U,2
351,-1.390145483,5.697056,Ongwa,Central,Assin South,Nuanua Tutuda,45,0,U,2
352,-1.283148972,5.492603,Manso,Central,Assin South,Nyame Nti,11,0,U,1
353,-1.237752304,5.354827,Nyankumase Ahenkro,Central,Assin South,Nyamebebu,425,0,U,2
354,-1.221262313,5.469862,Manso,Central,Assin South,Nyamebekyere,20,0,U,2
355,-1.421516377,5.625867,Ongwa,Central,Assin South,Nyamebekyere Asuoyaa,214,0,U,2
356,-1.152260734,5.575441,Anyinabrim,Central,Assin South,Nyankoma,22,0,U,1
357,-1.352724757,5.629394,Ongwa,Central,Assin South,Obraneworabo,15,0,U,1
358,-1.149129487,5.403641,Nyankumase,Central,Assin South,Odumase(Assin),232,0,U,3
361,-1.25648516,5.536467,,Central,Assin South,Onyaase,7,0,U,1
362,-1.266873837,5.542186,,Central,Assin South,Owonta,11,0,U,1
364,-1.27805279,5.473262,Nyankumase,Central,Assin South,Seidukrom,105,0,U,1
366,-1.222395148,5.491109,Manso,Central,Assin South,Seseko,276,0,U,2
368,-1.214779872,5.534726,Manso,Central,Assin South,Som Nyame Kodur,16,0,U,3
369,-1.241969829,5.45603,Nyankumase,Central,Assin South,Tumfokor,206,0,U,2
370,-1.190070068,5.456462,Adankwaman,Central,Assin South,Wankoagya,60,0,U,1
371,-1.269716999,5.563563,Manso,Central,Assin South,Yaw Boama,28,0,U,1
374,-0.671510924,5.464016,Ekwamkrom,Central,Gomoa East,Abasa,181,0,U,3
375,-0.670520375,5.460277,Ekwamkrom,Central,Gomoa East,Abonyi,165,0,U,3
376,-0.736920773,5.508121,Afransi,Central,Gomoa East,Achiasi,934,0,U,3
377,-0.573530977,5.551346,Dominase,Central,Gomoa East,Adabra,71,0,U,3
380,-0.611679635,5.416487,Asebu,Central,Gomoa East,Adewukwaa,120,0,U,3
381,-0.618472384,5.460365,Dominase,Central,Gomoa East,Adzintem,428,0,U,3
383,-0.745258069,5.515572,Afransi,Central,Gomoa East,Akwamu,234,0,U,3
386,-0.52178133,5.454904,Ojobi,Central,Gomoa East,Anapansu,203,0,U,3
388,-0.484960769,5.555406,Ojobi,Central,Gomoa East,Apra,121,0,U,3
392,-0.668522448,5.450351,Asebu,Central,Gomoa East,Awombrew (Awombre),249,0,U,3
393,-0.655039117,5.484533,Ekwamkrom,Central,Gomoa East,Ayensuadze,553,0,U,3
395,-0.729123417,5.512248,Afransi,Central,Gomoa East,Beseadze,263,0,U,3
396,-0.489226312,5.51777,Ojobi,Central,Gomoa East,Biakoye,200,0,U,3
398,-0.689363002,5.494162,Ekwamkrom,Central,Gomoa East,Brofoyedur,658,0,U,3
399,-0.562798268,5.486491,,Central,Gomoa East,Budua Attah,17,0,U,3
401,-0.654232828,5.421897,Asebu,Central,Gomoa East,Chapess Conga,146,0,U,3
402,-0.56171898,5.480616,Dominase,Central,Gomoa East,Dabenyin,214,0,U,3
404,-0.747841399,5.478978,Afransi,Central,Gomoa East,Dahom,217,0,U,3
405,-0.579417851,5.572673,Dominase,Central,Gomoa East,Dasum,209,0,U,3
406,-0.569393655,5.470938,Dominase,Central,Gomoa East,Dominase Junction,104,0,U,3
407,-0.57184708,5.557994,Dominase,Central,Gomoa East,Eduafokwaa,206,0,U,3
409,-0.771189127,5.47045,Afransi,Central,Gomoa East,Esikuma,217,0,U,3
410,-0.598493892,5.510087,Afransie,Central,Gomoa East,Esiwukwaa,5,0,U,3
416,-0.762876412,5.495325,Afransi,Central,Gomoa East,Gyaman,545,0,U,3
418,-0.692018383,5.506255,Ekwamkrom,Central,Gomoa East,Jukwa,420,0,U,3
419,-0.5214346,5.451252,Ojobi,Central,Gomoa East,Kobina Andoh,43,0,U,3
420,-0.601109978,5.522065,Dominase,Central,Gomoa East,Kofi Ahor,10,0,U,3
422,-0.611811691,5.521903,Ojobi,Central,Gomoa East,Kristo Asafo,7,0,U,2
425,-0.557270958,5.421464,Ojobi,Central,Gomoa East,Kweikrom,63,0,U,3
429,-0.581142911,5.546635,Dominase,Central,Gomoa East,Mafikope No. 3,15,0,U,3
430,-0.615119917,5.412391,,Central,Gomoa East,Mampong,14,0,U,3
431,-0.687554565,5.490156,Ekwamkrom,Central,Gomoa East,Mangoase,582,0,U,3
432,-0.710114665,5.490156,Ekwamkrom,Central,Gomoa East,Manso,290,0,U,3
433,-0.620507234,5.405293,Asebu,Central,Gomoa East,Mpota,100,0,U,3
434,-0.49211465,5.499928,Ojobi,Central,Gomoa East,Nkwantanang,717,0,U,3
435,-0.571330991,5.463429,Dominase,Central,Gomoa East,Nyamebekyere,20,0,U,3
436,-0.664145007,5.432921,Asebu,Central,Gomoa East,Nyenkuadze,241,0,U,3
437,-0.593584885,5.528835,Dominase,Central,Gomoa East,Odembo,70,0,U,3
438,-0.604095709,5.523657,Dominase,Central,Gomoa East,Odembo Junction,58,0,U,3
439,-0.766079791,5.513435,Afransi,Central,Gomoa East,Ofaso,68,0,U,3
440,-0.665834056,5.436622,Asebu,Central,Gomoa East,Oguakrom,374,0,U,3
442,-0.604600225,5.421487,Asebu,Central,Gomoa East,Okyereko Junction,60,0,U,3
443,-0.686560578,5.488179,Ekwamkrom,Central,Gomoa East,Osamkrom,252,0,U,3
445,-0.649124143,5.39692,Asebu,Central,Gomoa East,Pomadze,178,0,U,3
446,-0.582214395,5.448623,Dominase,Central,Gomoa East,Potsin Junction,102,0,U,3
447,-0.637181766,5.455211,Dominase,Central,Gomoa East,Takyiam,108,0,U,3
448,-0.580734612,5.576141,Dominase,Central,Gomoa East,Towoboase,318,0,U,3
449,-0.482850972,5.481851,Ojobi,Central,Gomoa East,Tuansa,7,0,U,3
451,-0.777518799,5.519343,Afransi,Central,Gomoa West,Ahwiafitaam,27,0,U,3
453,-1.56308,5.65736,NA,Central,Twifo Ati-Morkwa,Besease,7,0,NR,1
